Gene ID	Gene Name	ERR2704715	ERR2704716	ERR2704714	ERR2704720	ERR2704719	ERR2704713	ERR2704717	ERR2704718	ERR2704712
ENSG00000255355		0	1	0	1	1	0	1	0	1
ENSG00000255356		0	0	0	0	0	0	0	0	0
ENSG00000255357		0	0	0	0	0	0	0	0	0
ENSG00000255358	NDUFAF2P2	0	0	0	0	0	0	1	1	0
ENSG00000255359	CCDC179	0	2	0	3	0	0	0	2	0
ENSG00000255360		0	0	0	0	0	0	0	0	0
ENSG00000255361		0	0	0	0	0	0	0	0	0
ENSG00000255362	LINC02761	20	15	15	16	7	9	8	6	39
ENSG00000255363	LINC02757	3	6	3	6	2	7	0	2	4
ENSG00000255364	SMILR	0	0	0	0	1	0	0	1	0
ENSG00000255365		0	0	0	0	0	0	0	0	0
ENSG00000255366		23	8	6	1	3	4	7	0	10
ENSG00000255367		1	0	0	0	0	2	0	1	2
ENSG00000255368		0	0	0	0	0	0	0	0	0
ENSG00000255369		0	0	0	0	0	0	0	0	0
ENSG00000255370	CYCSP25	0	0	0	0	0	0	0	1	0
ENSG00000255371	OPCML-IT2	0	0	0	0	0	0	0	0	2
ENSG00000255372		0	0	0	1	0	0	0	0	0
ENSG00000255374	TAS2R43	1	0	0	0	0	2	1	2	3
ENSG00000255375		0	0	0	0	0	0	1	0	0
ENSG00000255376		0	0	0	0	0	0	0	0	0
ENSG00000255377	DUXAP5	0	0	0	0	0	0	0	0	0
ENSG00000255378	PRR23D2	0	0	0	0	0	0	0	0	0
ENSG00000255379	CYCSP29	0	0	0	0	0	0	0	0	0
ENSG00000255380		0	0	0	0	0	0	0	0	0
ENSG00000255381		0	1	0	0	2	0	0	1	0
ENSG00000255382	LINC02734	0	0	3	0	1	1	6	0	1
ENSG00000255384		1	3	2	1	4	0	1	0	5
ENSG00000255385	UBTFL10	0	0	0	0	0	0	0	0	0
ENSG00000255386	OR5BR1P	0	0	0	0	0	0	0	0	0
ENSG00000255387	RDXP1	0	0	0	0	0	0	0	0	0
ENSG00000255388	LINC02741	0	0	0	0	0	0	0	0	0
ENSG00000255389		82	69	86	27	29	46	132	122	97
ENSG00000255390	DCHS1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255391		0	0	0	0	0	0	0	0	0
ENSG00000255393	OOSP4B	0	0	0	0	0	0	0	0	0
ENSG00000255394		114	123	168	261	227	132	98	0	111
ENSG00000255395		0	0	0	0	2	0	0	0	0
ENSG00000255396		0	0	0	0	0	0	0	0	0
ENSG00000255397	NASPP1	2	0	0	0	0	1	2	2	0
ENSG00000255398	HCAR3	0	0	1	0	0	0	0	3	0
ENSG00000255399	TBX5-AS1	400	487	404	323	420	453	558	1455	444
ENSG00000255400		0	0	0	0	0	0	0	0	0
ENSG00000255401		0	0	0	0	0	0	0	0	0
ENSG00000255402		0	0	0	0	0	0	0	0	0
ENSG00000255403	HSPD1P13	0	0	0	0	0	0	0	0	0
ENSG00000255404		0	0	0	0	0	0	0	0	0
ENSG00000255406	LINC02730	0	1	0	1	0	0	0	0	0
ENSG00000255408	PCDHA3	6	2	2	1	2	1	0	8	1
ENSG00000255409	RSF1-IT1	0	2	0	4	0	4	2	1	1
ENSG00000255410		2	1	3	0	1	2	3	11	7
ENSG00000255411	LINC02548	0	0	0	0	0	0	0	0	0
ENSG00000255413		0	0	0	0	0	0	0	0	0
ENSG00000255415		0	0	0	0	0	0	0	0	0
ENSG00000255416	OR10AF1P	0	0	0	0	0	0	0	0	0
ENSG00000255417	MTCO2P15	0	0	0	0	0	0	0	0	0
ENSG00000255418	LINC02718	5	3	6	15	10	7	7	13	13
ENSG00000255420	CASC23	0	0	0	0	0	0	0	0	0
ENSG00000255421		3	6	1	3	1	2	3	1	7
ENSG00000255422		0	0	0	0	3	0	0	0	0
ENSG00000255423	EBLN2	62	70	63	81	59	70	63	108	67
ENSG00000255424	MRGPRX9P	0	0	0	0	0	0	0	0	0
ENSG00000255425	OR8G3P	0	0	0	0	0	0	0	0	0
ENSG00000255426		1	1	0	0	0	0	0	0	1
ENSG00000255427	LINC02707	0	0	0	0	0	0	0	0	0
ENSG00000255428		0	0	0	0	0	0	0	0	0
ENSG00000255429		0	0	0	0	0	0	0	0	0
ENSG00000255430	CASP1P1	0	0	0	0	0	0	0	0	0
ENSG00000255431	OR5B19P	0	0	0	0	0	0	0	0	0
ENSG00000255432		0	0	0	0	0	0	0	0	0
ENSG00000255433	LINC02735	0	1	0	1	4	0	3	0	3
ENSG00000255434		5	4	6	2	2	2	10	7	9
ENSG00000255435		2	3	4	6	8	1	2	5	4
ENSG00000255437		0	0	0	0	0	0	0	0	0
ENSG00000255438		1	1	1	2	2	0	0	28	2
ENSG00000255439		0	0	0	0	0	0	0	0	0
ENSG00000255440		0	0	0	0	0	0	0	1	0
ENSG00000255441	SIGLEC10-AS1	2	2	4	4	2	1	0	1	4
ENSG00000255442		0	0	0	0	0	0	0	0	0
ENSG00000255443	CD44-AS1	0	0	0	0	0	0	0	3	1
ENSG00000255444	CYCSP27	0	0	0	0	0	0	0	0	0
ENSG00000255445		11	12	4	9	8	7	5	8	12
ENSG00000255446		1	0	0	0	0	0	0	0	0
ENSG00000255447		0	0	0	0	0	0	0	0	0
ENSG00000255448		0	0	0	0	0	0	0	0	0
ENSG00000255449		1	5	1	1	2	3	3	2	2
ENSG00000255450		0	0	0	0	0	0	0	0	0
ENSG00000255451		0	0	0	0	0	0	1	0	1
ENSG00000255452		0	0	0	0	0	0	0	0	0
ENSG00000255454		0	0	0	0	0	0	0	0	0
ENSG00000255455		99	86	73	53	58	61	64	122	118
ENSG00000255456		0	0	0	0	0	0	0	0	0
ENSG00000255457		0	0	0	0	0	0	0	0	0
ENSG00000255458		10	11	10	9	12	7	17	12	21
ENSG00000255459		0	0	0	0	0	0	0	0	0
ENSG00000255460	ZDHHC20P3	0	0	0	0	0	0	0	0	0
ENSG00000255461	OR8I1P	0	0	0	0	0	0	0	0	0
ENSG00000255462		2	1	2	1	2	1	1	1	0
ENSG00000255463		0	0	0	0	0	0	0	0	0
ENSG00000255464	SEPTIN14P8	0	0	0	0	0	0	0	0	0
ENSG00000255466	OR5AL2P	0	0	0	0	0	0	0	0	0
ENSG00000255467		0	0	1	0	0	0	1	0	0
ENSG00000255468		47	46	29	51	50	57	60	82	79
ENSG00000255469	BOLA3P1	0	0	0	0	0	0	0	0	0
ENSG00000255470		0	0	0	0	0	0	0	0	0
ENSG00000255471		27	33	38	29	18	26	38	46	37
ENSG00000255472		0	0	0	0	0	0	0	0	0
ENSG00000255474	GAU1	43	42	30	19	24	15	46	4	61
ENSG00000255475		0	0	0	0	0	0	2	0	0
ENSG00000255476		0	0	0	0	0	0	0	0	0
ENSG00000255477		0	0	0	0	0	0	0	0	0
ENSG00000255478		0	1	0	1	0	1	0	0	1
ENSG00000255479		0	1	1	0	0	0	0	0	0
ENSG00000255480		2	0	1	4	1	1	4	0	3
ENSG00000255481	OR56A7P	0	0	0	0	0	0	0	0	0
ENSG00000255482		0	0	0	0	0	0	0	0	0
ENSG00000255483		0	0	0	0	0	0	0	0	0
ENSG00000255484	LINC02764	0	0	0	0	0	0	0	0	0
ENSG00000255485	OR5G4P	0	0	0	0	0	0	0	0	0
ENSG00000255486		0	0	0	0	0	0	0	0	0
ENSG00000255487		5	3	1	2	4	1	0	4	3
ENSG00000255489		0	0	0	0	0	0	0	0	0
ENSG00000255490	EIF4A2P5	0	0	0	0	0	0	0	0	0
ENSG00000255491		1	0	2	0	0	0	0	3	2
ENSG00000255492	H3P33	0	0	0	0	0	0	0	0	0
ENSG00000255493	OR4A10P	0	0	0	0	0	0	0	0	0
ENSG00000255494	LINC00681	0	0	0	0	0	0	0	0	0
ENSG00000255495		12	17	10	7	13	3	6	12	3
ENSG00000255496		0	0	0	0	0	0	1	1	1
ENSG00000255497		0	0	0	0	0	0	0	0	0
ENSG00000255498		0	0	0	0	0	0	0	0	0
ENSG00000255499		0	0	0	0	0	0	0	0	0
ENSG00000255500		0	0	0	0	0	0	0	0	0
ENSG00000255501	CARD18	1	0	1	0	0	0	0	0	0
ENSG00000255502	LINC02713	0	0	0	0	0	0	0	0	0
ENSG00000255503		22	8	11	4	6	2	14	3	18
ENSG00000255504		1	0	3	0	0	0	1	0	0
ENSG00000255505		0	0	0	0	0	0	0	0	0
ENSG00000255506		0	0	0	0	0	1	0	0	0
ENSG00000255507	UVRAG-DT	5	3	2	1	2	1	4	1	0
ENSG00000255508		41	34	41	32	37	19	39	63	35
ENSG00000255510	OR8A2P	0	0	0	0	0	0	0	1	0
ENSG00000255511		0	0	0	0	0	0	0	0	0
ENSG00000255512	LINC02684	0	0	0	0	0	0	0	0	0
ENSG00000255513		0	0	0	0	0	0	0	0	0
ENSG00000255514	OR4B2P	0	0	0	0	0	0	0	0	0
ENSG00000255515		0	0	0	0	0	0	0	0	0
ENSG00000255516		0	0	0	0	0	0	0	0	0
ENSG00000255517		7	13	4	6	9	6	3	13	10
ENSG00000255519		0	0	0	0	0	0	0	0	0
ENSG00000255520		1	0	0	0	3	1	0	1	3
ENSG00000255521		0	0	0	0	0	0	0	0	1
ENSG00000255522	SNRPCP5	0	0	1	0	0	0	4	0	0
ENSG00000255523		0	0	0	0	0	0	0	1	0
ENSG00000255524	NPIPB8	3	5	5	1	0	3	1	7	1
ENSG00000255525		0	0	0	0	0	0	0	0	0
ENSG00000255526	NEDD8-MDP1	0	0	0	0	0	0	0	0	0
ENSG00000255527		0	0	0	0	0	0	0	0	0
ENSG00000255528		0	0	0	0	0	0	0	0	0
ENSG00000255529	POLR2M	243	260	197	224	287	217	244	262	288
ENSG00000255530		0	0	0	0	0	0	0	0	0
ENSG00000255531	NDUFS5P6	0	0	0	0	0	0	0	0	0
ENSG00000255532		0	0	0	0	1	0	0	0	0
ENSG00000255533		0	0	0	0	0	0	0	0	0
ENSG00000255534	OR4A43P	0	0	0	0	0	0	0	0	0
ENSG00000255535		0	0	0	0	0	0	0	0	0
ENSG00000255536	MRGPRX5P	0	0	0	0	0	0	0	0	0
ENSG00000255537		0	0	1	0	0	1	0	0	2
ENSG00000255538	OR10V2P	0	0	3	0	1	2	3	1	3
ENSG00000255539		0	0	0	0	1	0	0	0	0
ENSG00000255540		0	0	0	0	0	0	0	0	0
ENSG00000255541	CKS1BP4	1	0	0	0	0	0	0	0	0
ENSG00000255542		0	0	0	0	0	0	0	0	0
ENSG00000255543		0	0	0	0	0	0	0	0	0
ENSG00000255544	DEFB108D	0	0	0	0	0	0	0	0	0
ENSG00000255545	B3GAT1-DT	0	0	0	0	0	0	0	4	0
ENSG00000255547	RPA2P3	0	0	0	0	0	0	0	0	0
ENSG00000255548		1	0	4	2	10	2	0	1	5
ENSG00000255549	ENPP7P6	0	0	0	0	0	0	0	0	1
ENSG00000255550		0	0	0	0	0	0	0	0	0
ENSG00000255551		0	0	0	0	0	0	0	0	0
ENSG00000255552	LY6G6E	2	3	4	0	0	5	6	0	1
ENSG00000255553	LINC02733	0	0	0	0	0	0	0	0	0
ENSG00000255554	OR7E1P	0	0	0	0	0	0	0	0	0
ENSG00000255555		0	1	0	2	2	0	0	0	0
ENSG00000255556		0	1	0	1	0	0	1	1	0
ENSG00000255557		2	0	0	0	2	0	1	2	2
ENSG00000255558		0	0	0	0	0	0	0	0	0
ENSG00000255559	ZNF252P-AS1	21	10	17	4	6	6	6	4	17
ENSG00000255560	OR4R2P	0	0	0	0	0	0	0	0	0
ENSG00000255561	FDXACB1	5	14	7	6	5	4	10	18	13
ENSG00000255562	UNC93B6	0	0	0	0	0	0	0	0	0
ENSG00000255563		0	0	0	0	0	0	0	0	0
ENSG00000255565		0	0	0	0	0	0	0	0	0
ENSG00000255566		4	5	9	6	8	2	9	13	11
ENSG00000255568	BRWD1-AS2	7	3	10	13	9	13	3	7	15
ENSG00000255569	TRAV1-1	0	0	0	0	0	0	0	0	0
ENSG00000255571	MIR9-3HG	25	20	30	15	26	7	19	67	41
ENSG00000255572		0	0	0	0	0	0	0	0	0
ENSG00000255575		0	0	0	0	0	0	0	0	0
ENSG00000255580		0	0	0	0	0	0	0	0	0
ENSG00000255581		0	0	2	0	1	0	0	0	1
ENSG00000255582	OR10G2	0	0	0	0	0	0	0	0	0
ENSG00000255583		36	69	70	87	32	8	109	1	60
ENSG00000255585		12	28	14	28	7	17	11	21	16
ENSG00000255587	RAB44	9	11	3	1	2	1	2	0	2
ENSG00000255595		0	0	0	0	0	0	0	2	0
ENSG00000255599		0	0	0	0	1	0	0	0	0
ENSG00000255605		0	0	0	0	0	0	0	0	0
ENSG00000255606		0	0	0	0	0	0	0	0	0
ENSG00000255608		0	2	0	2	1	0	2	2	3
ENSG00000255618	LINC02440	0	0	0	0	0	0	0	0	1
ENSG00000255621		2	1	4	2	1	1	1	11	7
ENSG00000255622	PCDHB17P	1	2	2	0	1	4	0	5	0
ENSG00000255624	C10orf88B	6	4	7	4	1	0	2	7	5
ENSG00000255627		0	0	0	0	0	0	0	0	0
ENSG00000255628		0	0	0	0	0	0	0	0	0
ENSG00000255629		0	0	0	0	0	0	0	0	0
ENSG00000255633	MTRNR2L9	0	0	0	0	0	0	0	0	0
ENSG00000255639		7	10	1	6	8	1	7	7	4
ENSG00000255641		0	0	0	0	0	0	0	0	0
ENSG00000255642	PABPC1P4	25	30	30	23	29	20	24	64	24
ENSG00000255644		0	0	1	0	0	0	2	0	0
ENSG00000255647		0	0	0	2	0	1	1	0	1
ENSG00000255648		0	0	0	0	0	0	0	0	0
ENSG00000255649		1	2	1	0	0	1	1	2	3
ENSG00000255650	FAM222A-AS1	0	3	0	0	0	0	0	1	0
ENSG00000255652		1	0	0	0	0	0	0	0	0
ENSG00000255653		0	0	0	0	0	0	2	0	0
ENSG00000255655		2	0	4	0	0	1	4	0	4
ENSG00000255660	RERG-AS1	0	0	0	0	0	2	0	1	0
ENSG00000255663		0	0	0	0	0	0	0	1	0
ENSG00000255664	ARL6IP1P1	0	0	0	0	0	0	0	0	0
ENSG00000255666	LINC02700	1	0	0	0	0	0	1	1	0
ENSG00000255669		3	3	6	2	2	5	5	7	6
ENSG00000255670		2	4	1	1	0	1	2	5	5
ENSG00000255671		0	0	0	1	0	0	1	1	1
ENSG00000255672		0	0	0	0	0	0	0	1	0
ENSG00000255679	JRKL-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255680		0	0	0	0	0	0	1	1	0
ENSG00000255686		0	0	0	0	0	0	0	0	0
ENSG00000255689		0	0	0	0	0	3	0	0	1
ENSG00000255690	TRIL	633	534	658	429	384	441	513	2449	661
ENSG00000255692		2	0	4	8	1	0	0	1	3
ENSG00000255693	LINC02389	0	3	0	0	0	0	0	1	1
ENSG00000255700	APOOP3	0	0	0	0	0	0	0	0	0
ENSG00000255703		0	0	0	0	0	0	0	0	0
ENSG00000255704		0	0	0	0	0	0	0	0	0
ENSG00000255710		72	84	68	36	17	34	89	13	108
ENSG00000255713	OR4D2	0	0	0	0	0	0	0	0	0
ENSG00000255714	LINC02460	0	0	0	0	0	0	0	0	0
ENSG00000255717	SNHG1	874	1084	1130	1236	1569	738	823	2865	1216
ENSG00000255723		2	1	1	0	0	0	0	0	0
ENSG00000255725	TDGP1	1	4	2	2	0	4	8	7	2
ENSG00000255726		0	0	0	0	0	0	0	0	0
ENSG00000255727	LINC01489	0	0	3	4	1	2	5	2	1
ENSG00000255730		0	0	0	0	0	0	0	0	0
ENSG00000255733	IFNG-AS1	1	1	1	0	0	0	0	3	0
ENSG00000255734	HNRNPABP1	0	0	0	1	0	2	0	2	1
ENSG00000255737	AGAP2-AS1	4	4	2	1	4	2	1	2	5
ENSG00000255741		0	0	1	0	2	1	0	4	2
ENSG00000255745		0	0	0	1	1	0	0	0	1
ENSG00000255746		1	3	0	0	0	0	6	0	3
ENSG00000255749	GNAI2P1	0	0	0	0	0	0	0	0	0
ENSG00000255750		0	0	0	0	0	0	0	0	0
ENSG00000255753		6	2	8	6	4	3	15	12	18
ENSG00000255757		0	0	0	0	0	0	0	0	0
ENSG00000255760	LINC02422	0	0	0	0	0	0	0	0	0
ENSG00000255763	MRPS18CP4	0	0	0	0	0	0	0	0	0
ENSG00000255767		0	0	0	0	0	0	0	0	0
ENSG00000255769	GOLGA2P10	186	156	109	217	202	130	92	478	186
ENSG00000255772	LINC01479	3	7	1	1	1	3	4	6	1
ENSG00000255774	LINC02747	1	0	0	0	1	0	0	0	0
ENSG00000255775		0	2	0	0	0	1	0	0	0
ENSG00000255776	VDAC2P2	3	0	0	1	0	1	0	0	2
ENSG00000255780		0	0	0	0	0	1	0	0	0
ENSG00000255786		0	0	0	0	0	0	0	0	0
ENSG00000255790		0	0	0	0	0	0	0	0	0
ENSG00000255794	RMST	5	0	2	2	7	4	10	5	11
ENSG00000255801		0	0	0	0	0	0	0	0	0
ENSG00000255804	OR6J1	0	1	0	0	0	0	0	0	0
ENSG00000255807	PTP4A1P2	0	0	0	0	0	0	1	0	0
ENSG00000255808	PDE2A-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255811		0	0	1	0	1	0	1	0	1
ENSG00000255814	LINC02439	0	0	0	0	0	0	0	0	0
ENSG00000255815	KRT8P11	0	0	1	1	1	0	0	0	0
ENSG00000255817		1	2	1	1	1	3	1	0	3
ENSG00000255819	KLRC4-KLRK1	1	0	0	0	0	0	0	2	0
ENSG00000255823	MTRNR2L8	2	4	32	17	4	4	3	9	3
ENSG00000255825		0	1	0	0	0	0	0	0	0
ENSG00000255829		0	0	0	0	0	0	0	0	0
ENSG00000255830		0	0	0	0	0	0	0	0	0
ENSG00000255833	TIFAB	2	0	0	0	0	0	0	1	0
ENSG00000255835		0	0	0	0	0	0	0	0	0
ENSG00000255836		0	0	4	5	4	2	6	6	5
ENSG00000255837	TAS2R20	15	12	12	4	17	15	15	21	29
ENSG00000255838		0	0	1	0	0	0	0	1	0
ENSG00000255839		0	0	0	0	0	1	1	0	0
ENSG00000255843		1	2	3	11	15	7	0	4	10
ENSG00000255845		0	0	0	0	0	0	0	0	0
ENSG00000255847		1	1	0	0	0	0	0	2	1
ENSG00000255850	RXYLT1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255851	Metazoa_SRP	4	0	0	0	0	0	0	1	0
ENSG00000255853		0	0	0	0	0	0	0	0	0
ENSG00000255855	KDM4F	0	0	0	0	0	0	0	0	0
ENSG00000255856		0	1	0	0	0	0	0	1	2
ENSG00000255857	PXN-AS1	36	53	40	74	49	23	35	64	33
ENSG00000255858		0	0	0	0	0	0	0	0	0
ENSG00000255860		0	0	0	0	0	0	0	0	0
ENSG00000255863		0	0	0	0	0	0	0	0	0
ENSG00000255866		0	0	0	1	0	0	0	0	1
ENSG00000255867	DENND5B-AS1	4	2	8	3	2	4	4	2	6
ENSG00000255870		0	0	0	0	0	0	0	0	0
ENSG00000255871		0	0	0	0	0	0	0	0	0
ENSG00000255872		0	2	1	2	0	0	4	2	0
ENSG00000255874	PRECSIT	13	14	12	6	1	12	7	16	17
ENSG00000255875	PABPN1P2	0	0	0	1	1	0	0	0	0
ENSG00000255882		0	0	0	0	0	0	0	0	0
ENSG00000255883	FUNDC2P1	1	4	1	0	1	1	3	1	5
ENSG00000255885		0	0	0	0	0	0	0	0	0
ENSG00000255886		0	0	0	0	0	2	1	1	0
ENSG00000255892	NDFIP1P1	0	0	0	0	0	0	0	0	0
ENSG00000255893		7	0	13	1	2	1	8	3	15
ENSG00000255899		0	0	0	0	0	0	0	0	0
ENSG00000255900		0	0	0	0	0	0	0	0	0
ENSG00000255903	RPL12P46	0	0	0	0	0	0	0	0	0
ENSG00000255909	PDCD5P1	0	0	0	0	0	1	0	0	0
ENSG00000255910		0	1	8	0	2	4	4	4	2
ENSG00000255916		0	0	0	0	0	0	0	0	0
ENSG00000255919		0	0	0	0	0	0	0	0	0
ENSG00000255920	CCND2-AS1	73	90	64	28	40	35	61	50	100
ENSG00000255921		0	0	0	0	0	0	0	0	0
ENSG00000255923		0	0	0	0	0	0	0	0	0
ENSG00000255928		1	0	0	0	0	0	0	0	0
ENSG00000255929		0	0	0	0	0	0	0	0	0
ENSG00000255931		0	0	0	0	0	1	0	1	1
ENSG00000255933		2	2	3	5	1	4	3	10	1
ENSG00000255944		0	0	0	0	0	0	0	0	0
ENSG00000255945		0	0	0	0	0	0	0	0	0
ENSG00000255946		24	12	9	4	4	10	11	2	8
ENSG00000255947		0	0	0	0	0	0	0	0	0
ENSG00000255949	RPS6KB2-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255951		0	0	0	0	0	0	0	0	0
ENSG00000255958	GABARAPL1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000255959		0	0	0	1	0	0	0	0	0
ENSG00000255960		0	0	0	2	0	1	0	0	0
ENSG00000255964	HSPD1P12	0	0	0	1	0	0	0	0	0
ENSG00000255965		0	0	0	0	1	0	0	0	0
ENSG00000255966		25	20	13	7	4	2	25	3	15
ENSG00000255967	HADHAP2	1	1	1	0	1	1	1	0	2
ENSG00000255968		5	5	2	7	1	2	6	3	9
ENSG00000255970	LINC02421	5	6	4	7	3	7	1	0	10
ENSG00000255972		0	0	0	0	0	0	0	0	0
ENSG00000255973		0	0	0	0	1	0	0	1	0
ENSG00000255974	CYP2A6	4	9	0	6	7	8	5	0	7
ENSG00000255976	RAB11AP2	0	0	0	0	0	0	0	0	0
ENSG00000255977		0	0	0	0	0	0	0	0	0
ENSG00000255980		0	0	1	0	0	0	1	1	2
ENSG00000255982	NXPE2P1	0	0	0	0	0	0	0	0	0
ENSG00000255983		1	0	0	0	3	1	0	5	1
ENSG00000255986	MT1JP	1	0	0	0	0	0	0	0	0
ENSG00000255987	TOMM20P2	0	0	2	0	0	0	0	0	0
ENSG00000255988	TUBB4BP1	0	0	0	0	0	0	0	0	0
ENSG00000255991		0	0	0	0	0	0	0	0	0
ENSG00000255992		5	12	10	0	2	3	10	0	6
ENSG00000255993	PSMC1P9	0	1	1	2	1	1	3	0	2
ENSG00000255995		0	0	0	0	0	0	0	0	0
ENSG00000255996		0	0	0	0	0	0	0	0	0
ENSG00000255998	LINC02824	0	0	0	0	0	0	0	0	0
ENSG00000256001		2	4	4	4	2	3	0	3	2
ENSG00000256004		0	0	0	0	0	0	0	0	0
ENSG00000256006		3	12	9	20	36	11	11	2	13
ENSG00000256007	ARAP1-AS1	0	0	0	0	0	0	0	0	1
ENSG00000256008		0	0	0	0	0	0	0	0	0
ENSG00000256011		0	0	0	0	1	1	0	0	0
ENSG00000256013		0	0	0	0	0	0	0	0	0
ENSG00000256019	TAS2R63P	0	0	0	0	0	0	0	0	0
ENSG00000256020		0	2	0	0	0	2	3	1	0
ENSG00000256021	ELOCP31	1	2	0	0	0	1	0	0	0
ENSG00000256022	LINC02411	0	0	0	0	0	0	0	0	0
ENSG00000256025	CACNA1C-AS4	1	1	3	1	0	0	3	0	0
ENSG00000256028		0	0	0	0	0	0	0	0	0
ENSG00000256029		65	69	95	24	22	48	58	19	83
ENSG00000256030	CBX3P4	5	4	4	0	1	4	2	4	7
ENSG00000256031		0	0	0	0	0	0	0	1	0
ENSG00000256034		0	0	0	0	0	0	0	0	0
ENSG00000256035		0	0	0	0	0	0	0	0	0
ENSG00000256037	MRPL40P1	1	1	0	0	0	0	1	3	0
ENSG00000256039	LINC02446	0	0	0	0	2	0	1	0	0
ENSG00000256040	PAPPA-AS1	0	0	0	0	0	0	0	0	0
ENSG00000256041		0	0	0	0	0	0	0	0	0
ENSG00000256043	CTSO	157	149	161	97	128	154	192	172	142
ENSG00000256044		0	0	0	0	0	0	0	0	0
ENSG00000256045	MTRNR2L10	0	0	0	0	0	0	0	0	0
ENSG00000256050		0	0	0	0	1	0	0	0	0
ENSG00000256053	COA8	201	186	219	196	193	136	214	120	208
ENSG00000256056		0	3	0	1	0	2	0	0	3
ENSG00000256060	TRAPPC2B	67	65	73	69	75	43	76	34	57
ENSG00000256061	DNAAF4	4	1	3	3	6	1	6	5	6
ENSG00000256064		0	0	0	1	0	1	0	1	0
ENSG00000256069	A2MP1	6	11	5	2	4	7	15	1	14
ENSG00000256070		0	0	0	0	0	0	0	0	0
ENSG00000256071		0	0	0	0	0	0	0	0	0
ENSG00000256072		0	0	0	0	1	0	0	0	0
ENSG00000256073	URB1-AS1	38	30	37	33	59	48	28	30	27
ENSG00000256075		0	0	0	1	0	0	0	0	0
ENSG00000256077	LINC02442	0	0	0	0	0	0	0	0	0
ENSG00000256079	FAM133GP	0	0	0	0	0	0	0	0	0
ENSG00000256081		0	0	0	0	0	0	0	0	0
ENSG00000256083		0	0	1	0	3	0	1	14	5
ENSG00000256084		0	0	1	0	0	0	0	0	0
ENSG00000256085		0	0	0	0	0	0	0	0	0
ENSG00000256087	ZNF432	328	301	265	213	227	180	324	424	305
ENSG00000256091	MTRF1LP1	0	0	0	0	2	0	0	2	1
ENSG00000256092	SBNO1-AS1	16	16	26	17	19	4	15	16	26
ENSG00000256093		0	0	0	0	0	0	0	0	0
ENSG00000256098		0	0	0	0	0	0	0	0	0
ENSG00000256100		0	0	0	0	0	0	0	0	1
ENSG00000256101		0	0	2	0	0	0	0	1	0
ENSG00000256103	ATP5MFP5	0	0	0	0	0	0	0	0	0
ENSG00000256108		0	1	1	2	0	3	4	5	1
ENSG00000256115	LINC02443	0	0	0	0	1	0	0	0	0
ENSG00000256116		3	1	3	1	0	0	3	3	2
ENSG00000256120	SOX5-AS1	0	0	0	0	0	0	0	0	0
ENSG00000256124	LINC01152	5	4	10	0	3	1	4	6	11
ENSG00000256125	FAM32EP	0	0	0	0	0	0	0	0	0
ENSG00000256128	LINC00944	0	1	0	0	0	0	0	0	0
ENSG00000256134	EGLN3P1	0	0	0	0	0	0	0	0	1
ENSG00000256136		0	0	0	0	0	0	0	0	0
ENSG00000256137		0	0	0	0	0	0	0	0	0
ENSG00000256138	ZKSCAN7P1	0	0	0	0	0	0	0	0	0
ENSG00000256139		58	77	54	34	27	71	70	6	43
ENSG00000256146		0	0	0	0	0	0	0	0	0
ENSG00000256148		1	2	0	0	1	1	2	0	0
ENSG00000256149		0	0	0	0	0	0	0	0	0
ENSG00000256150	ITFG2-AS1	0	0	0	0	0	1	0	1	0
ENSG00000256151	ADGRD1-AS1	2	3	1	3	2	0	0	0	0
ENSG00000256152		0	0	0	0	0	0	0	0	0
ENSG00000256155	LINC02598	0	1	0	0	0	0	1	2	0
ENSG00000256157		0	0	0	0	0	0	0	0	0
ENSG00000256159		0	0	0	0	1	0	1	0	0
ENSG00000256162	SMLR1	4	1	3	2	0	0	2	7	0
ENSG00000256166	LINC02571	0	0	0	0	0	0	0	0	0
ENSG00000256167	ATF4P4	13	6	17	4	4	3	10	0	12
ENSG00000256171	GCSHP4	0	0	0	1	0	0	0	1	0
ENSG00000256172	LINC02420	0	0	0	0	0	0	0	0	0
ENSG00000256176		0	0	1	0	0	0	0	1	1
ENSG00000256181		0	0	0	0	0	0	0	0	0
ENSG00000256185		7	1	1	1	1	3	1	2	1
ENSG00000256188	TAS2R30	0	0	1	1	0	0	1	0	0
ENSG00000256189		1	0	0	0	3	1	0	2	0
ENSG00000256192	OOEPP2	0	0	0	0	0	0	0	0	0
ENSG00000256193	LINC00507	0	0	0	0	0	0	0	5	0
ENSG00000256195		0	0	0	0	0	0	1	0	0
ENSG00000256196		0	0	0	0	0	0	0	2	2
ENSG00000256197	TSPAN9-IT1	3	3	2	0	1	0	0	0	1
ENSG00000256199		0	0	0	0	0	0	0	0	0
ENSG00000256204		0	0	0	0	0	0	0	0	0
ENSG00000256206		0	0	0	0	0	0	0	0	0
ENSG00000256209		0	0	0	0	0	0	0	0	0
ENSG00000256210		0	0	0	0	0	0	0	0	0
ENSG00000256211	SKP1P2	1	0	0	1	0	0	1	0	0
